opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,manager,regional_office,series,sales_price,sector,year_established,revenue,employees,office_location,subsidiary_of
JBECEURV,Zane Levy,GTX Basic,Unknown,Engaging,2017-09-14,,,Summer Sewald,West,GTX,550,Unknown,,,,Unknown,Unknown
1JFYPP8R,Zane Levy,GTX Basic,Cheers,Won,2017-09-28,2017-10-05,571.0,Summer Sewald,West,GTX,550,entertainment,1993.0,4269.9,6472.0,United States,Massive Dynamic
6K31TYOR,Zane Levy,GTX Basic,J-Texon,Won,2017-09-29,2017-10-05,502.0,Summer Sewald,West,GTX,550,retail,1989.0,1388.67,3583.0,United States,Unknown
O7B3XCKF,Zane Levy,GTX Basic,Hottechi,Lost,2017-10-02,2017-10-03,0.0,Summer Sewald,West,GTX,550,technolgy,1997.0,8170.38,16499.0,Korea,Unknown
OOB372R5,Zane Levy,GTX Basic,Condax,Won,2017-10-02,2017-10-12,544.0,Summer Sewald,West,GTX,550,medical,2017.0,4.54,9.0,United States,Unknown
A71ENBVA,Zane Levy,GTX Basic,Hottechi,Lost,2017-10-09,2017-10-17,0.0,Summer Sewald,West,GTX,550,technolgy,1997.0,8170.38,16499.0,Korea,Unknown
03H4RXBI,Zane Levy,GTX Basic,Y-corporation,Won,2017-10-09,2017-12-17,482.0,Summer Sewald,West,GTX,550,employment,1983.0,2871.35,9561.0,United States,Unknown
77UHLYMA,Zane Levy,GTX Basic,Konex,Lost,2017-10-10,2017-10-11,0.0,Summer Sewald,West,GTX,550,technolgy,1980.0,7708.38,13756.0,United States,Unknown
VR1XYM23,Zane Levy,GTX Basic,Blackzim,Won,2017-10-10,2017-12-23,551.0,Summer Sewald,West,GTX,550,retail,2009.0,497.11,1588.0,United States,Unknown
TQ6BTW2Z,Zane Levy,GTX Basic,Faxquote,Won,2017-10-10,2017-10-18,545.0,Summer Sewald,West,GTX,550,telecommunications,1995.0,1825.82,5595.0,United States,Sonron
F761DF0M,Zane Levy,GTX Basic,Silis,Engaging,2017-10-11,,,Summer Sewald,West,GTX,550,medical,1994.0,2818.38,6290.0,United States,Unknown
II1GOQWL,Zane Levy,GTX Basic,Fasehatice,Lost,2017-10-11,2017-10-20,0.0,Summer Sewald,West,GTX,550,retail,1990.0,4968.91,7523.0,United States,Unknown
MBYY3F5P,Zane Levy,GTX Basic,J-Texon,Won,2017-10-12,2017-10-21,696.0,Summer Sewald,West,GTX,550,retail,1989.0,1388.67,3583.0,United States,Unknown
E8L9I3QP,Zane Levy,GTX Basic,Condax,Won,2017-10-25,2017-11-03,447.0,Summer Sewald,West,GTX,550,medical,2017.0,4.54,9.0,United States,Unknown
4HJIT2B6,Zane Levy,GTX Basic,Rantouch,Lost,2017-10-28,2017-11-07,0.0,Summer Sewald,West,GTX,550,telecommunications,1994.0,1188.42,3015.0,United States,Unknown
RN67OVFW,Zane Levy,GTX Basic,Unknown,Engaging,2017-11-04,,,Summer Sewald,West,GTX,550,Unknown,,,,Unknown,Unknown
YAVTI45C,Zane Levy,GTX Basic,Fasehatice,Won,2017-11-04,2017-12-12,481.0,Summer Sewald,West,GTX,550,retail,1990.0,4968.91,7523.0,United States,Unknown
B5OXRZTT,Zane Levy,GTX Basic,Kan-code,Won,2017-11-15,2017-11-25,530.0,Summer Sewald,West,GTX,550,software,1982.0,11698.03,34288.0,United States,Unknown
E2LVAU2T,Zane Levy,GTX Basic,Newex,Won,2017-11-17,2017-12-05,497.0,Summer Sewald,West,GTX,550,services,1991.0,1012.72,3492.0,Germany,Unknown
J1G2SZKD,Zane Levy,GTX Basic,Goodsilron,Engaging,2017-11-22,,,Summer Sewald,West,GTX,550,marketing,2000.0,2952.73,5107.0,United States,Unknown
L8XNQONA,Zane Levy,GTX Basic,Inity,Engaging,2017-11-27,,,Summer Sewald,West,GTX,550,marketing,1986.0,2403.58,8801.0,United States,Unknown
RCDG00F7,Zane Levy,GTX Basic,Rantouch,Won,2017-11-28,2017-12-04,601.0,Summer Sewald,West,GTX,550,telecommunications,1994.0,1188.42,3015.0,United States,Unknown
J5BCAQ1Z,Zane Levy,GTX Basic,Bioplex,Engaging,2017-12-15,,,Summer Sewald,West,GTX,550,medical,1991.0,326.82,1016.0,United States,Unknown
MZAN11FT,Anna Snelling,GTX Basic,Conecom,Won,2016-12-28,2017-03-01,625.0,Dustin Brinkmann,Central,GTX,550,technolgy,2005.0,1520.66,1806.0,United States,Unknown
BBC3JB3H,Anna Snelling,GTX Basic,Isdom,Won,2017-01-07,2017-03-08,622.0,Dustin Brinkmann,Central,GTX,550,medical,2002.0,3178.24,4540.0,United States,Unknown
L5T2HKKO,Anna Snelling,GTX Basic,Conecom,Lost,2017-02-14,2017-05-05,0.0,Dustin Brinkmann,Central,GTX,550,technolgy,2005.0,1520.66,1806.0,United States,Unknown
N6H58J55,Anna Snelling,GTX Basic,Streethex,Lost,2017-02-15,2017-05-13,0.0,Dustin Brinkmann,Central,GTX,550,retail,1988.0,1376.8,1165.0,Belgium,Unknown
U6N053E1,Anna Snelling,GTX Basic,Scottech,Won,2017-02-25,2017-03-02,423.0,Dustin Brinkmann,Central,GTX,550,marketing,2012.0,45.39,100.0,United States,Inity
8DWOWB6Y,Anna Snelling,GTX Basic,Betatech,Lost,2017-02-26,2017-03-16,0.0,Dustin Brinkmann,Central,GTX,550,medical,1986.0,647.18,1185.0,Kenya,Unknown
KR4K652E,Anna Snelling,GTX Basic,dambase,Won,2017-02-27,2017-06-04,574.0,Dustin Brinkmann,Central,GTX,550,marketing,1995.0,2173.98,2928.0,United States,Inity
G20IQSA3,Anna Snelling,GTX Basic,Conecom,Won,2017-03-02,2017-03-12,522.0,Dustin Brinkmann,Central,GTX,550,technolgy,2005.0,1520.66,1806.0,United States,Unknown
JSDGELLK,Anna Snelling,GTX Basic,Codehow,Won,2017-03-04,2017-06-13,522.0,Dustin Brinkmann,Central,GTX,550,software,1998.0,2714.9,2641.0,United States,Acme Corporation
LV1754PS,Anna Snelling,GTX Basic,Rangreen,Won,2017-03-04,2017-05-14,544.0,Dustin Brinkmann,Central,GTX,550,technolgy,1987.0,2938.67,8775.0,Panama,Unknown
COOYICXU,Anna Snelling,GTX Basic,Inity,Lost,2017-03-09,2017-05-22,0.0,Dustin Brinkmann,Central,GTX,550,marketing,1986.0,2403.58,8801.0,United States,Unknown
E5UW8AGQ,Anna Snelling,GTX Basic,Streethex,Won,2017-03-09,2017-06-11,595.0,Dustin Brinkmann,Central,GTX,550,retail,1988.0,1376.8,1165.0,Belgium,Unknown
K2KK9SW2,Anna Snelling,GTX Basic,Inity,Won,2017-03-16,2017-05-02,550.0,Dustin Brinkmann,Central,GTX,550,marketing,1986.0,2403.58,8801.0,United States,Unknown
PHP5V833,Anna Snelling,GTX Basic,Cancity,Lost,2017-03-24,2017-05-18,0.0,Dustin Brinkmann,Central,GTX,550,retail,2001.0,718.62,2448.0,United States,Unknown
ZZJ4I52J,Anna Snelling,GTX Basic,Hottechi,Won,2017-04-01,2017-05-05,518.0,Dustin Brinkmann,Central,GTX,550,technolgy,1997.0,8170.38,16499.0,Korea,Unknown
7RI58VF7,Anna Snelling,GTX Basic,Streethex,Won,2017-04-02,2017-06-20,460.0,Dustin Brinkmann,Central,GTX,550,retail,1988.0,1376.8,1165.0,Belgium,Unknown
4AHNCJ2Y,Anna Snelling,GTX Basic,Rangreen,Won,2017-04-03,2017-06-27,524.0,Dustin Brinkmann,Central,GTX,550,technolgy,1987.0,2938.67,8775.0,Panama,Unknown
VIV0OXU6,Anna Snelling,GTX Basic,Domzoom,Won,2017-04-04,2017-04-11,582.0,Dustin Brinkmann,Central,GTX,550,entertainment,1998.0,217.87,551.0,United States,Unknown
HJP5X1MT,Anna Snelling,GTX Basic,Dontechi,Won,2017-04-06,2017-06-09,527.0,Dustin Brinkmann,Central,GTX,550,software,1982.0,4618.0,10083.0,United States,Unknown
X9BUD48V,Anna Snelling,GTX Basic,Warephase,Won,2017-04-07,2017-04-08,596.0,Dustin Brinkmann,Central,GTX,550,services,1997.0,2041.73,5276.0,United States,Unknown
2K8H292S,Anna Snelling,GTX Basic,Rundofase,Lost,2017-04-12,2017-04-18,0.0,Dustin Brinkmann,Central,GTX,550,technolgy,1983.0,1008.06,1238.0,United States,Unknown
0PGJNCD7,Anna Snelling,GTX Basic,dambase,Won,2017-04-16,2017-06-23,626.0,Dustin Brinkmann,Central,GTX,550,marketing,1995.0,2173.98,2928.0,United States,Inity
7X7YIWJO,Anna Snelling,GTX Basic,Finhigh,Won,2017-04-16,2017-08-03,489.0,Dustin Brinkmann,Central,GTX,550,finance,2006.0,1102.43,1759.0,United States,Unknown
FQ4QOS8U,Anna Snelling,GTX Basic,Dontechi,Lost,2017-04-28,2017-04-29,0.0,Dustin Brinkmann,Central,GTX,550,software,1982.0,4618.0,10083.0,United States,Unknown
IQ5ASHI1,Anna Snelling,GTX Basic,Bioholding,Won,2017-05-21,2017-08-11,475.0,Dustin Brinkmann,Central,GTX,550,medical,2012.0,587.34,1356.0,Philipines,Unknown
N1H9ILZ9,Anna Snelling,GTX Basic,Conecom,Won,2017-05-27,2017-09-03,576.0,Dustin Brinkmann,Central,GTX,550,technolgy,2005.0,1520.66,1806.0,United States,Unknown
1O58TWRZ,Anna Snelling,GTX Basic,Finhigh,Lost,2017-05-28,2017-08-20,0.0,Dustin Brinkmann,Central,GTX,550,finance,2006.0,1102.43,1759.0,United States,Unknown
OJBBZHM4,Anna Snelling,GTX Basic,Genco Pura Olive Oil Company,Won,2017-05-29,2017-06-11,497.0,Dustin Brinkmann,Central,GTX,550,retail,2007.0,894.33,1635.0,Italy,Unknown
CGCPVYNI,Anna Snelling,GTX Basic,Isdom,Won,2017-06-01,2017-06-08,523.0,Dustin Brinkmann,Central,GTX,550,medical,2002.0,3178.24,4540.0,United States,Unknown
9YVSYSE8,Anna Snelling,GTX Basic,Globex Corporation,Lost,2017-06-11,2017-09-16,0.0,Dustin Brinkmann,Central,GTX,550,technolgy,2000.0,1223.72,2497.0,Norway,Unknown
0WC2J3UP,Anna Snelling,GTX Basic,Funholding,Lost,2017-06-19,2017-08-28,0.0,Dustin Brinkmann,Central,GTX,550,finance,1991.0,2819.5,7227.0,United States,Golddex
TP9IE6PV,Anna Snelling,GTX Basic,Genco Pura Olive Oil Company,Won,2017-06-28,2017-09-11,631.0,Dustin Brinkmann,Central,GTX,550,retail,2007.0,894.33,1635.0,Italy,Unknown
8QOUXQEV,Anna Snelling,GTX Basic,Betatech,Won,2017-06-30,2017-09-27,560.0,Dustin Brinkmann,Central,GTX,550,medical,1986.0,647.18,1185.0,Kenya,Unknown
5MRPZ44K,Anna Snelling,GTX Basic,Domzoom,Won,2017-07-05,2017-08-28,522.0,Dustin Brinkmann,Central,GTX,550,entertainment,1998.0,217.87,551.0,United States,Unknown
E62A05BH,Anna Snelling,GTX Basic,Inity,Lost,2017-07-07,2017-07-15,0.0,Dustin Brinkmann,Central,GTX,550,marketing,1986.0,2403.58,8801.0,United States,Unknown
K1UREXI5,Anna Snelling,GTX Basic,Genco Pura Olive Oil Company,Won,2017-07-09,2017-09-16,460.0,Dustin Brinkmann,Central,GTX,550,retail,2007.0,894.33,1635.0,Italy,Unknown
P3QQIMTA,Anna Snelling,GTX Basic,Rundofase,Lost,2017-07-16,2017-07-24,0.0,Dustin Brinkmann,Central,GTX,550,technolgy,1983.0,1008.06,1238.0,United States,Unknown
S46ZLF3G,Anna Snelling,GTX Basic,Betatech,Lost,2017-07-17,2017-07-26,0.0,Dustin Brinkmann,Central,GTX,550,medical,1986.0,647.18,1185.0,Kenya,Unknown
LAYVBSH4,Anna Snelling,GTX Basic,Unknown,Engaging,2017-07-19,,,Dustin Brinkmann,Central,GTX,550,Unknown,,,,Unknown,Unknown
JNDSA5B4,Anna Snelling,GTX Basic,Treequote,Lost,2017-07-21,2017-11-06,0.0,Dustin Brinkmann,Central,GTX,550,telecommunications,1988.0,5266.09,8595.0,United States,Sonron
QRR70537,Anna Snelling,GTX Basic,Unknown,Engaging,2017-07-22,,,Dustin Brinkmann,Central,GTX,550,Unknown,,,,Unknown,Unknown
P7MSQO38,Anna Snelling,GTX Basic,Yearin,Engaging,2017-07-28,,,Dustin Brinkmann,Central,GTX,550,retail,2005.0,2261.05,3851.0,United States,Unknown
ERD6D5K3,Anna Snelling,GTX Basic,Unknown,Engaging,2017-07-30,,,Dustin Brinkmann,Central,GTX,550,Unknown,,,,Unknown,Unknown
VVM42VWQ,Anna Snelling,GTX Basic,Unknown,Engaging,2017-07-30,,,Dustin Brinkmann,Central,GTX,550,Unknown,,,,Unknown,Unknown
4PNXMXXC,Anna Snelling,GTX Basic,Unknown,Engaging,2017-08-05,,,Dustin Brinkmann,Central,GTX,550,Unknown,,,,Unknown,Unknown
JESVHYTG,Anna Snelling,GTX Basic,Cancity,Won,2017-08-27,2017-09-05,597.0,Dustin Brinkmann,Central,GTX,550,retail,2001.0,718.62,2448.0,United States,Unknown
KAPPUUYY,Anna Snelling,GTX Basic,Zumgoity,Won,2017-08-31,2017-11-24,594.0,Dustin Brinkmann,Central,GTX,550,medical,1984.0,441.08,1210.0,United States,Unknown
05HLE3JL,Anna Snelling,GTX Basic,Stanredtax,Won,2017-09-01,2017-12-03,514.0,Dustin Brinkmann,Central,GTX,550,finance,1987.0,1698.2,3798.0,United States,Unknown
LW0Z6TMR,Anna Snelling,GTX Basic,Finhigh,Lost,2017-09-11,2017-09-13,0.0,Dustin Brinkmann,Central,GTX,550,finance,2006.0,1102.43,1759.0,United States,Unknown
07DPEL0B,Anna Snelling,GTX Basic,Cancity,Won,2017-09-13,2017-11-25,629.0,Dustin Brinkmann,Central,GTX,550,retail,2001.0,718.62,2448.0,United States,Unknown
TFGYLK6C,Anna Snelling,GTX Basic,Inity,Lost,2017-09-25,2017-10-04,0.0,Dustin Brinkmann,Central,GTX,550,marketing,1986.0,2403.58,8801.0,United States,Unknown
AS3IYIRO,Anna Snelling,GTX Basic,Hottechi,Won,2017-09-27,2017-12-26,543.0,Dustin Brinkmann,Central,GTX,550,technolgy,1997.0,8170.38,16499.0,Korea,Unknown
H29XGJ5H,Anna Snelling,GTX Basic,Rangreen,Lost,2017-09-30,2017-12-04,0.0,Dustin Brinkmann,Central,GTX,550,technolgy,1987.0,2938.67,8775.0,Panama,Unknown
5B3BKUMD,Anna Snelling,GTX Basic,Finhigh,Lost,2017-10-01,2017-10-11,0.0,Dustin Brinkmann,Central,GTX,550,finance,2006.0,1102.43,1759.0,United States,Unknown
XZUEXEUH,Anna Snelling,GTX Basic,Betatech,Won,2017-11-05,2017-11-09,480.0,Dustin Brinkmann,Central,GTX,550,medical,1986.0,647.18,1185.0,Kenya,Unknown
JRSU8ALH,Anna Snelling,GTX Basic,Ron-tech,Lost,2017-12-10,2017-12-19,0.0,Dustin Brinkmann,Central,GTX,550,medical,1992.0,3922.42,6837.0,United States,Unknown
04AOWMXV,Anna Snelling,GTX Basic,Codehow,Won,2017-12-11,2017-12-28,537.0,Dustin Brinkmann,Central,GTX,550,software,1998.0,2714.9,2641.0,United States,Acme Corporation
6CWZFOHJ,Anna Snelling,GTX Basic,Green-Plus,Prospecting,,,,Dustin Brinkmann,Central,GTX,550,services,2003.0,692.19,1922.0,United States,Unknown
3LCLVRVV,Anna Snelling,GTX Basic,Unknown,Prospecting,,,,Dustin Brinkmann,Central,GTX,550,Unknown,,,,Unknown,Unknown
YIU1B39V,Anna Snelling,GTX Basic,Unknown,Prospecting,,,,Dustin Brinkmann,Central,GTX,550,Unknown,,,,Unknown,Unknown
8E0VRCLW,Anna Snelling,GTX Basic,Unknown,Prospecting,,,,Dustin Brinkmann,Central,GTX,550,Unknown,,,,Unknown,Unknown
G99CS23F,Anna Snelling,GTX Basic,Unknown,Prospecting,,,,Dustin Brinkmann,Central,GTX,550,Unknown,,,,Unknown,Unknown
XRJ54GNR,Anna Snelling,GTX Basic,Unknown,Prospecting,,,,Dustin Brinkmann,Central,GTX,550,Unknown,,,,Unknown,Unknown
GR9S7VHI,Anna Snelling,GTX Basic,Unknown,Prospecting,,,,Dustin Brinkmann,Central,GTX,550,Unknown,,,,Unknown,Unknown
LC85AQ1I,Vicki Laflamme,GTX Basic,Konex,Won,2016-12-12,2017-03-18,443.0,Celia Rouche,West,GTX,550,technolgy,1980.0,7708.38,13756.0,United States,Unknown
LPZLQL48,Vicki Laflamme,GTX Basic,Y-corporation,Won,2016-12-16,2017-03-28,492.0,Celia Rouche,West,GTX,550,employment,1983.0,2871.35,9561.0,United States,Unknown
4H2QMS78,Vicki Laflamme,GTX Basic,Unknown,Engaging,2016-12-21,,,Celia Rouche,West,GTX,550,Unknown,,,,Unknown,Unknown
S91N9YBL,Vicki Laflamme,GTX Basic,Sunnamplex,Lost,2016-12-21,2017-03-08,0.0,Celia Rouche,West,GTX,550,marketing,2008.0,894.37,1593.0,Poland,Unknown
9IA34L8S,Vicki Laflamme,GTX Basic,Unknown,Engaging,2016-12-29,,,Celia Rouche,West,GTX,550,Unknown,,,,Unknown,Unknown
SIRC44NM,Vicki Laflamme,GTX Basic,Finjob,Won,2017-01-09,2017-03-27,564.0,Celia Rouche,West,GTX,550,employment,1988.0,2059.9,3644.0,United States,Unknown
5DEO8EDS,Vicki Laflamme,GTX Basic,Rantouch,Won,2017-01-10,2017-03-20,581.0,Celia Rouche,West,GTX,550,telecommunications,1994.0,1188.42,3015.0,United States,Unknown
JIACLB24,Vicki Laflamme,GTX Basic,Scottech,Engaging,2017-01-14,,,Celia Rouche,West,GTX,550,marketing,2012.0,45.39,100.0,United States,Inity
GR2X90DZ,Vicki Laflamme,GTX Basic,Unknown,Engaging,2017-01-15,,,Celia Rouche,West,GTX,550,Unknown,,,,Unknown,Unknown
6NXY7144,Vicki Laflamme,GTX Basic,Xx-holding,Won,2017-01-19,2017-03-31,365.0,Celia Rouche,West,GTX,550,finance,1993.0,7537.24,20293.0,United States,Unknown
VYPYVO8V,Vicki Laflamme,GTX Basic,Unknown,Engaging,2017-01-24,,,Celia Rouche,West,GTX,550,Unknown,,,,Unknown,Unknown
NJCSG7MX,Vicki Laflamme,GTX Basic,Plexzap,Won,2017-02-08,2017-05-04,532.0,Celia Rouche,West,GTX,550,retail,2001.0,2437.85,4874.0,United States,Unknown
VC94R5H8,Vicki Laflamme,GTX Basic,Konex,Won,2017-02-09,2017-03-23,587.0,Celia Rouche,West,GTX,550,technolgy,1980.0,7708.38,13756.0,United States,Unknown
IVT0S1N1,Vicki Laflamme,GTX Basic,Faxquote,Won,2017-02-21,2017-03-20,600.0,Celia Rouche,West,GTX,550,telecommunications,1995.0,1825.82,5595.0,United States,Sonron
Q19RWR17,Vicki Laflamme,GTX Basic,Rundofase,Engaging,2017-02-22,,,Celia Rouche,West,GTX,550,technolgy,1983.0,1008.06,1238.0,United States,Unknown
X2EXSMPR,Vicki Laflamme,GTX Basic,Xx-holding,Won,2017-03-01,2017-03-08,523.0,Celia Rouche,West,GTX,550,finance,1993.0,7537.24,20293.0,United States,Unknown
4CXUC4VR,Vicki Laflamme,GTX Basic,Rantouch,Engaging,2017-03-02,,,Celia Rouche,West,GTX,550,telecommunications,1994.0,1188.42,3015.0,United States,Unknown
79EHWR35,Vicki Laflamme,GTX Basic,Unknown,Engaging,2017-03-02,,,Celia Rouche,West,GTX,550,Unknown,,,,Unknown,Unknown
FPTH6URQ,Vicki Laflamme,GTX Basic,Faxquote,Won,2017-03-05,2017-05-11,624.0,Celia Rouche,West,GTX,550,telecommunications,1995.0,1825.82,5595.0,United States,Sonron
S3XE14XP,Vicki Laflamme,GTX Basic,Goodsilron,Won,2017-03-05,2017-05-08,565.0,Celia Rouche,West,GTX,550,marketing,2000.0,2952.73,5107.0,United States,Unknown
U6Q0T9KV,Vicki Laflamme,GTX Basic,Konex,Won,2017-03-05,2017-06-14,642.0,Celia Rouche,West,GTX,550,technolgy,1980.0,7708.38,13756.0,United States,Unknown
NCMT5KK3,Vicki Laflamme,GTX Basic,Dalttechnology,Engaging,2017-03-07,,,Celia Rouche,West,GTX,550,software,2013.0,98.79,96.0,United States,Bubba Gump
E96ZTKHC,Vicki Laflamme,GTX Basic,Scotfind,Won,2017-03-14,2017-03-17,542.0,Celia Rouche,West,GTX,550,software,1996.0,6354.87,16780.0,United States,Bubba Gump
7Z3S4XV9,Vicki Laflamme,GTX Basic,Konex,Lost,2017-03-24,2017-04-03,0.0,Celia Rouche,West,GTX,550,technolgy,1980.0,7708.38,13756.0,United States,Unknown
9DBMY3OF,Vicki Laflamme,GTX Basic,Kan-code,Lost,2017-03-25,2017-04-04,0.0,Celia Rouche,West,GTX,550,software,1982.0,11698.03,34288.0,United States,Unknown
HRV9DSYF,Vicki Laflamme,GTX Basic,Blackzim,Won,2017-03-25,2017-04-03,545.0,Celia Rouche,West,GTX,550,retail,2009.0,497.11,1588.0,United States,Unknown
MNC7Q3JJ,Vicki Laflamme,GTX Basic,Labdrill,Won,2017-03-25,2017-06-21,554.0,Celia Rouche,West,GTX,550,medical,1985.0,2741.37,9226.0,United States,Unknown
2VDN72EP,Vicki Laflamme,GTX Basic,Unknown,Engaging,2017-03-30,,,Celia Rouche,West,GTX,550,Unknown,,,,Unknown,Unknown
VNCFE4LQ,Vicki Laflamme,GTX Basic,J-Texon,Won,2017-04-03,2017-04-15,456.0,Celia Rouche,West,GTX,550,retail,1989.0,1388.67,3583.0,United States,Unknown
OJSYLHMZ,Vicki Laflamme,GTX Basic,Zoomit,Won,2017-04-05,2017-06-28,550.0,Celia Rouche,West,GTX,550,entertainment,1992.0,324.19,978.0,United States,Unknown
CBTC7BHL,Vicki Laflamme,GTX Basic,Scotfind,Won,2017-04-06,2017-05-04,525.0,Celia Rouche,West,GTX,550,software,1996.0,6354.87,16780.0,United States,Bubba Gump
XDECB9X2,Vicki Laflamme,GTX Basic,Unknown,Engaging,2017-04-07,,,Celia Rouche,West,GTX,550,Unknown,,,,Unknown,Unknown
BK85705L,Vicki Laflamme,GTX Basic,Labdrill,Won,2017-04-08,2017-06-10,595.0,Celia Rouche,West,GTX,550,medical,1985.0,2741.37,9226.0,United States,Unknown
TRR34NSR,Vicki Laflamme,GTX Basic,Hottechi,Won,2017-04-12,2017-06-06,638.0,Celia Rouche,West,GTX,550,technolgy,1997.0,8170.38,16499.0,Korea,Unknown
NKBIYNK5,Vicki Laflamme,GTX Basic,Faxquote,Lost,2017-04-20,2017-04-28,0.0,Celia Rouche,West,GTX,550,telecommunications,1995.0,1825.82,5595.0,United States,Sonron
1VIKWVHD,Vicki Laflamme,GTX Basic,Green-Plus,Lost,2017-04-24,2017-08-10,0.0,Celia Rouche,West,GTX,550,services,2003.0,692.19,1922.0,United States,Unknown
GIIKA5B9,Vicki Laflamme,GTX Basic,Lexiqvolax,Lost,2017-04-27,2017-04-29,0.0,Celia Rouche,West,GTX,550,medical,2004.0,1618.89,3889.0,United States,Unknown
WX8KQPCM,Vicki Laflamme,GTX Basic,Zoomit,Won,2017-04-27,2017-05-15,573.0,Celia Rouche,West,GTX,550,entertainment,1992.0,324.19,978.0,United States,Unknown
S2D060YF,Vicki Laflamme,GTX Basic,Y-corporation,Won,2017-05-04,2017-08-14,578.0,Celia Rouche,West,GTX,550,employment,1983.0,2871.35,9561.0,United States,Unknown
B0MOQZVN,Vicki Laflamme,GTX Basic,Sonron,Won,2017-05-05,2017-05-14,579.0,Celia Rouche,West,GTX,550,telecommunications,1999.0,1699.85,5108.0,United States,Unknown
HJBVO8T4,Vicki Laflamme,GTX Basic,Fasehatice,Lost,2017-05-09,2017-06-21,0.0,Celia Rouche,West,GTX,550,retail,1990.0,4968.91,7523.0,United States,Unknown
T5SX9Z3T,Vicki Laflamme,GTX Basic,Conecom,Engaging,2017-05-10,,,Celia Rouche,West,GTX,550,technolgy,2005.0,1520.66,1806.0,United States,Unknown
1D1EJE8U,Vicki Laflamme,GTX Basic,Scotfind,Lost,2017-05-12,2017-05-26,0.0,Celia Rouche,West,GTX,550,software,1996.0,6354.87,16780.0,United States,Bubba Gump
848QSODT,Vicki Laflamme,GTX Basic,Unknown,Engaging,2017-05-14,,,Celia Rouche,West,GTX,550,Unknown,,,,Unknown,Unknown
3X2HOUYU,Vicki Laflamme,GTX Basic,Fasehatice,Won,2017-05-14,2017-08-16,575.0,Celia Rouche,West,GTX,550,retail,1990.0,4968.91,7523.0,United States,Unknown
ZHKJIJA1,Vicki Laflamme,GTX Basic,Cheers,Won,2017-05-21,2017-08-05,572.0,Celia Rouche,West,GTX,550,entertainment,1993.0,4269.9,6472.0,United States,Massive Dynamic
54XWHO19,Vicki Laflamme,GTX Basic,Hatfan,Lost,2017-05-26,2017-08-03,0.0,Celia Rouche,West,GTX,550,services,1982.0,792.46,1299.0,United States,Unknown
W8E76HJG,Vicki Laflamme,GTX Basic,Hottechi,Won,2017-05-28,2017-06-08,537.0,Celia Rouche,West,GTX,550,technolgy,1997.0,8170.38,16499.0,Korea,Unknown
NDVZAHYA,Vicki Laflamme,GTX Basic,Golddex,Won,2017-05-30,2017-08-15,524.0,Celia Rouche,West,GTX,550,finance,2008.0,52.5,165.0,United States,Unknown
9DDHZUZB,Vicki Laflamme,GTX Basic,Konex,Won,2017-06-04,2017-06-08,600.0,Celia Rouche,West,GTX,550,technolgy,1980.0,7708.38,13756.0,United States,Unknown
D17T8PTH,Vicki Laflamme,GTX Basic,Unknown,Engaging,2017-06-08,,,Celia Rouche,West,GTX,550,Unknown,,,,Unknown,Unknown
EJ0EF8S1,Vicki Laflamme,GTX Basic,Sunnamplex,Won,2017-06-08,2017-06-15,507.0,Celia Rouche,West,GTX,550,marketing,2008.0,894.37,1593.0,Poland,Unknown
477HSG28,Vicki Laflamme,GTX Basic,Unknown,Engaging,2017-06-11,,,Celia Rouche,West,GTX,550,Unknown,,,,Unknown,Unknown
HKV37WU9,Vicki Laflamme,GTX Basic,Unknown,Engaging,2017-06-15,,,Celia Rouche,West,GTX,550,Unknown,,,,Unknown,Unknown
TIPG6R0Z,Vicki Laflamme,GTX Basic,Unknown,Engaging,2017-06-17,,,Celia Rouche,West,GTX,550,Unknown,,,,Unknown,Unknown
VT1LZKEY,Vicki Laflamme,GTX Basic,Fasehatice,Lost,2017-06-18,2017-08-29,0.0,Celia Rouche,West,GTX,550,retail,1990.0,4968.91,7523.0,United States,Unknown
3PD8YBPK,Vicki Laflamme,GTX Basic,Scotfind,Lost,2017-06-25,2017-07-04,0.0,Celia Rouche,West,GTX,550,software,1996.0,6354.87,16780.0,United States,Bubba Gump
YSOUU0T0,Vicki Laflamme,GTX Basic,Plusstrip,Lost,2017-06-26,2017-07-07,0.0,Celia Rouche,West,GTX,550,entertainment,2002.0,349.81,315.0,United States,Unknown
KCIFANLK,Vicki Laflamme,GTX Basic,Y-corporation,Lost,2017-06-30,2017-07-12,0.0,Celia Rouche,West,GTX,550,employment,1983.0,2871.35,9561.0,United States,Unknown
H9N9DP3D,Vicki Laflamme,GTX Basic,Unknown,Engaging,2017-07-01,,,Celia Rouche,West,GTX,550,Unknown,,,,Unknown,Unknown
YY3ACGA2,Vicki Laflamme,GTX Basic,Kan-code,Won,2017-07-01,2017-07-11,571.0,Celia Rouche,West,GTX,550,software,1982.0,11698.03,34288.0,United States,Unknown
WAFSPTW6,Vicki Laflamme,GTX Basic,Lexiqvolax,Won,2017-07-03,2017-07-14,491.0,Celia Rouche,West,GTX,550,medical,2004.0,1618.89,3889.0,United States,Unknown
KM0RKC4Q,Vicki Laflamme,GTX Basic,Hottechi,Lost,2017-07-05,2017-07-06,0.0,Celia Rouche,West,GTX,550,technolgy,1997.0,8170.38,16499.0,Korea,Unknown
